program,level,university_id,university,city,province,degree_label,annual_fee_cad,fee_notes,duration_years,intake_terms,application_deadline,url,accredited,fees_last_verified,source,is_verified
Architecture,Undergraduate,brock_university,Brock University,St. Catharines,Ontario,Bachelor,23950,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.brockuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,carleton_university,Carleton University,Ottawa,Ontario,Bachelor,55900,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.carletonuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,concordia_university,Concordia University,Montreal,Quebec,Bachelor,45950,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.concordiauniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,ocad_university,OCAD University,Toronto,Ontario,Bachelor,43250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.ocaduniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,royal_roads_university,Royal Roads University,Colwood,British Columbia,Bachelor,23150,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.royalroadsuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,vancouver_island_university,Vancouver Island University,Nanaimo,British Columbia,Bachelor,26250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.vancouverislanduniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,saint_marys_university,Saint Mary's University,Halifax,Nova Scotia,Bachelor,36700,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.saintmary'suniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,trinity_western_university,Trinity Western University,Langley,British Columbia,Bachelor,37300,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.trinitywesternuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Undergraduate,universite_de_moncton,Université de Moncton,Moncton,New Brunswick,Bachelor,42650,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universitédemoncton.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_alberta,University of Alberta,Edmonton,Alberta,Master,53992,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofalberta.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_calgary,University of Calgary,Calgary,Alberta,Master,35707,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofcalgary.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_guelf,University of Guelph,Guelph,Ontario,Master,56637,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofguelph.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_manitoba,University of Manitoba,Winnipeg,Manitoba,Master,39445,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofmanitoba.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_new_brunswick,University of New Brunswick,Fredericton / Saint John,New Brunswick,Master,32602,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofnewbrunswick.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_oft,University of Ottawa,Ottawa,Ontario,Master,59857,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofottawa.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_regina,University of Regina,Regina,Saskatchewan,Master,26679,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofregina.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_saskatchewan,University of Saskatchewan,Saskatoon,Saskatchewan,Master,37145,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofsaskatchewan.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_sherbrooke,Université de Sherbrooke,Sherbrooke,Quebec,Master,50082,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universitédesherbrooke.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_toronto,University of Toronto,Toronto,Ontario,Master,63537,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityoftoronto.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_victoria,University of Victoria,Victoria,British Columbia,Master,56694,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofvictoria.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_waterloo,University of Waterloo,Waterloo,Ontario,Master,76130,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofwaterloo.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,u_windsor,University of Windsor,Windsor,Ontario,Master,32832,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofwindsor.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,western_university,Western University,London,Ontario,Master,42665,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.westernuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,wilfrid_laurier_university,Wilfrid Laurier University,Waterloo,Ontario,Master,68137,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.wilfridlaurieruniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,york_university,York University,Toronto,Ontario,Master,64227,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.yorkuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,mcgill_university,McGill University,Montreal,Quebec,Master,49162,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.mcgilluniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,ubc,University of British Columbia,Vancouver,British Columbia,Master,43930,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofbritishcolumbia.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,simon_fraser_university,Simon Fraser University,Burnaby,British Columbia,Master,66240,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.simonfraseruniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,thompson_rivers_university,Thompson Rivers University,Kamloops,British Columbia,Master,26047,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.thompsonriversuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,dalhousie_university,Dalhousie University,Halifax,Nova Scotia,Master,65377,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.dalhousieuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,memorial_university,Memorial University of Newfoundland,St. John's,Newfoundland and Labrador,Master,31107,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.memorialuniversityofnewfoundland.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,mount_royal_university,Mount Royal University,Calgary,Alberta,Master,37317,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.mountroyaluniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,brock_university,Brock University,St. Catharines,Ontario,Master,38352,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.brockuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,carleton_university,Carleton University,Ottawa,Ontario,Master,36742,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.carletonuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,concordia_university,Concordia University,Montreal,Quebec,Master,35535,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.concordiauniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,ocad_university,OCAD University,Toronto,Ontario,Master,26334,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.ocaduniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,royal_roads_university,Royal Roads University,Colwood,British Columbia,Master,46690,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.royalroadsuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,vancouver_island_university,Vancouver Island University,Nanaimo,British Columbia,Master,29324,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.vancouverislanduniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,saint_marys_university,Saint Mary's University,Halifax,Nova Scotia,Master,37145,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.saintmary'suniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,trinity_western_university,Trinity Western University,Langley,British Columbia,Master,34557,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.trinitywesternuniversity.edu/programs/architecture,,estimated:2025-08-08,estimate,
Architecture,Postgraduate,universite_de_moncton,Université de Moncton,Moncton,New Brunswick,Master,39215,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universitédemoncton.edu/programs/architecture,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_alberta,University of Alberta,Edmonton,Alberta,Bachelor,40600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofalberta.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_calgary,University of Calgary,Calgary,Alberta,Bachelor,40950,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofcalgary.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_guelf,University of Guelph,Guelph,Ontario,Bachelor,27250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofguelph.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_manitoba,University of Manitoba,Winnipeg,Manitoba,Bachelor,26050,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofmanitoba.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_new_brunswick,University of New Brunswick,Fredericton / Saint John,New Brunswick,Bachelor,33150,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofnewbrunswick.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_oft,University of Ottawa,Ottawa,Ontario,Bachelor,43250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofottawa.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_regina,University of Regina,Regina,Saskatchewan,Bachelor,24150,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofregina.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_saskatchewan,University of Saskatchewan,Saskatoon,Saskatchewan,Bachelor,34400,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofsaskatchewan.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_sherbrooke,Université de Sherbrooke,Sherbrooke,Quebec,Bachelor,31800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universitédesherbrooke.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_toronto,University of Toronto,Toronto,Ontario,Bachelor,49250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityoftoronto.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_victoria,University of Victoria,Victoria,British Columbia,Bachelor,29550,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofvictoria.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_waterloo,University of Waterloo,Waterloo,Ontario,Bachelor,44250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofwaterloo.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,u_windsor,University of Windsor,Windsor,Ontario,Bachelor,24250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofwindsor.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,western_university,Western University,London,Ontario,Bachelor,28350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.westernuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,wilfrid_laurier_university,Wilfrid Laurier University,Waterloo,Ontario,Bachelor,33100,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.wilfridlaurieruniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,york_university,York University,Toronto,Ontario,Bachelor,41450,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.yorkuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,mcgill_university,McGill University,Montreal,Quebec,Bachelor,36800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mcgilluniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,ubc,University of British Columbia,Vancouver,British Columbia,Bachelor,43950,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universityofbritishcolumbia.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,simon_fraser_university,Simon Fraser University,Burnaby,British Columbia,Bachelor,44600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.simonfraseruniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,thompson_rivers_university,Thompson Rivers University,Kamloops,British Columbia,Bachelor,24750,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.thompsonriversuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,dalhousie_university,Dalhousie University,Halifax,Nova Scotia,Bachelor,27300,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.dalhousieuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,memorial_university,Memorial University of Newfoundland,St. John's,Newfoundland and Labrador,Bachelor,22900,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.memorialuniversityofnewfoundland.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,mount_royal_university,Mount Royal University,Calgary,Alberta,Bachelor,29750,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mountroyaluniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,brock_university,Brock University,St. Catharines,Ontario,Bachelor,27400,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.brockuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,carleton_university,Carleton University,Ottawa,Ontario,Bachelor,33400,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.carletonuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,concordia_university,Concordia University,Montreal,Quebec,Bachelor,41950,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.concordiauniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,royal_roads_university,Royal Roads University,Colwood,British Columbia,Bachelor,27250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.royalroadsuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,quest_university_canada,Quest University Canada,Squamish,British Columbia,Bachelor,24800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.questuniversitycanada.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,capilano_university,Capilano University,North Vancouver,British Columbia,Bachelor,23050,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.capilanouniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,vancouver_island_university,Vancouver Island University,Nanaimo,British Columbia,Bachelor,23550,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.vancouverislanduniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,acadia_university,Acadia University,Wolfville,Nova Scotia,Bachelor,20750,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.acadiauniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,algoma_university,Algoma University,Sault Ste. Marie,Ontario,Bachelor,29350,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.algomauniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,bishop_s_university,Bishop's University,Sherbrooke (Lennoxville),Quebec,Bachelor,30850,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.bishop'suniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,brandon_university,Brandon University,Brandon,Manitoba,Bachelor,27100,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.brandonuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,cape_breton_university,Cape Breton University,Sydney,Nova Scotia,Bachelor,31250,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.capebretonuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,mount_allison_university,Mount Allison University,Sackville,New Brunswick,Bachelor,31800,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.mountallisonuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,saint_marys_university,Saint Mary's University,Halifax,Nova Scotia,Bachelor,31600,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.saintmary'suniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,st_francis_xavier_university,St. Francis Xavier University,Antigonish,Nova Scotia,Bachelor,21450,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.stfrancisxavieruniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,trinity_western_university,Trinity Western University,Langley,British Columbia,Bachelor,30750,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.trinitywesternuniversity.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Undergraduate,universite_de_moncton,Université de Moncton,Moncton,New Brunswick,Bachelor,21300,Estimated value for standard full-time international tuition; verify on official university page before acting.,4.0,"['Fall', 'Winter']",,https://www.universitédemoncton.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Postgraduate,u_alberta,University of Alberta,Edmonton,Alberta,Master,51577,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofalberta.edu/programs/computer-science,,estimated:2025-08-08,estimate,
Computer Science,Postgraduate,u_calgary,University of Calgary,Calgary,Alberta,Master,47379,Estimated value for standard full-time international tuition; verify on official university page before acting.,2.0,['Fall'],,https://www.universityofcalgary.edu/programs/computer-science,,estimated:2025-08-08,estimate,
